date,"5s, 1853","6s, 1862","6s, 1856","6s, 1867","6s, 1868","5s, 1865","5s, 1874"
1850-01-05,4.975124378109453,,5.6537102473498235,5.387205387205387,,,
1850-01-12,4.975124378109453,5.517241379310345,5.660377358490567,5.387205387205387,,,
1850-01-19,4.956629491945478,5.517241379310345,5.683836589698046,5.372132064913263,,,
1850-01-26,4.9658597144630665,5.517241379310345,5.660377358490567,5.360134003350084,5.321507760532151,,
1850-02-02,4.956629491945478,5.47945205479452,5.660377358490567,5.3452115812917596,,,
1850-02-09,,5.460750853242321,5.627198124267292,5.333333333333334,5.321507760532151,,
1850-02-16,,5.4390934844192635,5.6173200702165005,5.2805280528052805,5.277625068719076,,
1850-02-23,4.836759371221282,5.436013590033975,5.600933488914819,5.3097345132743365,5.2344601962922575,,
1850-03-02,4.926108374384237,5.4390934844192635,5.607476635514018,5.286343612334802,5.25164113785558,,
1850-03-09,,,,,,,
1850-03-16,4.914004914004914,5.426794799321651,5.600933488914819,5.208898534997287,5.206073752711497,,
1850-03-23,4.920049200492005,5.405405405405405,5.600933488914819,5.245901639344262,5.228758169934641,,
1850-03-30,,,,,,,
1850-04-06,4.854368932038835,5.369127516778524,5.517241379310345,5.194805194805195,5.177993527508091,,
1850-04-13,4.819277108433735,5.3097345132743365,5.491990846681922,5.128205128205128,,,
1850-04-20,,5.3097345132743365,5.491990846681922,5.122732123799359,5.11727078891258,,
1850-04-27,4.854368932038835,5.240174672489083,5.485714285714286,5.071315372424722,5.068637803590286,,
1850-05-04,4.848484848484849,5.228758169934641,5.473204104903079,5.039370078740157,5.031446540880504,,
1850-05-11,4.842615012106537,5.2344601962922575,5.454545454545454,5.044666316342617,5.031446540880504,,
1850-05-18,4.842615012106537,5.257393209200438,,5.055292259083728,5.049973698053655,,
1850-05-25,4.8250904704463204,5.217391304347826,5.457646389994315,5.044666316342617,5.036726128016789,,
1850-06-01,4.819277108433735,5.161290322580645,5.448354143019296,5.01829587036069,5.005213764337852,,
1850-06-08,,5.3097345132743365,,5.150214592274678,,,
1850-06-15,4.790419161676647,5.363128491620111,5.614035087719298,5.177993527508091,,,
1850-06-22,,5.357142857142857,5.614035087719298,5.189189189189189,,,
1850-06-29,,,5.607476635514018,5.200433369447454,,,
1850-07-06,,5.351170568561873,,5.203252032520325,5.164066702528241,,
1850-07-13,,,5.600933488914819,5.223068552774755,5.200433369447454,,
1850-07-20,,5.399325084364454,,5.237315875613748,5.206073752711497,,
1850-07-27,,,,5.25164113785558,5.2344601962922575,,
1850-08-03,,5.393258426966292,,5.26027397260274,5.2344601962922575,,
